	trees_s0.3_r5_scale10.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999937)]
lineages	auto.L.2 auto.L.2.2 auto.L.1.2
abundances	0.52577199 0.43962269 0.03460532
resid	2.213828983906703e-12
coverage	100.0
