	trees_s0.1_r3_scale0.001_rep1.variants.tsv
summarized	[('Other', 0.9999999999319298)]
lineages	L.2XL.4_high_1 auto.L.1 auto.L.1.1 auto.L.5.1 auto.L.5 auto.L.4 L.1XL.5.1_low_1 L
abundances	0.18107976 0.13000330 0.13000330 0.11178273 0.11178273 0.11178273 0.11178273 0.11178273
resid	8.254010663380456e-11
coverage	100.0
