	trees_s1.0_r1_scale0.001_rep2.variants.tsv
summarized	[('Other', 1.0000000000084606)]
lineages	auto.L.1.3 auto.L.1.2.2 auto.L.1.2.1 auto.L.1.2 auto.L.1.1.1 auto.L.1.1 auto.L.1 L.1.1XL.1.1.1_high_1
abundances	0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000
resid	8.460565581458468e-12
coverage	100.0
