	trees_s1.0_r1_scale0.01_rep5.variants.tsv
summarized	[('Other', 0.9999999999958166)]
lineages	auto.L.1.3 auto.L.1 auto.L.1.2.1 auto.L.1.2 L.1.1.1XL.1.3_low_1
abundances	0.26566504 0.22011253 0.22011253 0.22011253 0.07399737
resid	5.7236102030634995e-12
coverage	100.0
