	trees_s0.1_r3_scale0.0001_rep3.variants.tsv
summarized	[('Other', 1.0000000000084484)]
lineages	auto.L.5 auto.L.4 auto.L.3 auto.L.2 auto.L.1.1 auto.L.1 L.1.1XL.5.1_high_1 L
abundances	0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000
resid	8.450172808033412e-12
coverage	100.0
