	trees_s0.2_r4_scale0.1_rep4.variants.tsv
summarized	[('Other', 0.9999999999999761)]
lineages	auto.L.2.2.1 auto.L.2.1.1 auto.L.2 L.2XL.2.1_high_1 auto.L.2.2
abundances	0.43047806 0.25739371 0.18510392 0.12050478 0.00651954
resid	3.922665119601715e-12
coverage	100.0
