	trees_s0.2_r4_scale0.001_rep3.variants.tsv
summarized	[('Other', 0.999999999999288)]
lineages	auto.L.2.2 auto.L.2.2.1 L.2.1.1XL.2.2.1_high_1
abundances	0.77635640 0.11182180 0.11182180
resid	2.0505316182231676e-12
coverage	100.0
