	trees_s0.4_r5_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999919)]
lineages	L.2.1XL.2.2_low_1 L auto.L.2
abundances	0.80140689 0.18221565 0.01637746
resid	3.0948419098648054e-12
coverage	100.0
