	trees_s0.4_r5_scale0.001_rep3.variants.tsv
summarized	[('Other', 0.999999999999996)]
lineages	auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2.1XL.2.2_high_1 L auto.L.1 auto.L.1.1
abundances	0.13181027 0.13181027 0.13181027 0.13181027 0.13181027 0.13181027 0.10456919 0.10456919
resid	3.0098146197587994e-12
coverage	100.0
