	trees_s0.4_r5_scale0.01_rep2.variants.tsv
summarized	[('Other', 0.999999999997161)]
lineages	auto.L.2 auto.L.1.1 L.1.1XL.2.1.1_low_1 auto.L.2.2 auto.L.2.1
abundances	0.30015764 0.28893929 0.27139924 0.07266007 0.06684376
resid	6.3265613591922615e-12
coverage	100.0
