	trees_s0.4_r5_scale0.001_rep4.variants.tsv
summarized	[('Other', 0.9999999999999905)]
lineages	auto.L.1 auto.L.1.1 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2.1XL.2.2_high_1 L
abundances	0.18645157 0.18645157 0.10451614 0.10451614 0.10451614 0.10451614 0.10451614 0.10451614
resid	6.1776139759217585e-12
coverage	100.0
