	trees_s0.6_r2_scale0.01_rep3.variants.tsv
summarized	[('Other', 0.9999999999996012)]
lineages	auto.L.1.1.1 auto.L.1.1.2 auto.L.1.1
abundances	0.89981585 0.05009207 0.05009207
resid	4.5660424310735914e-12
coverage	100.0
