	trees_s0.2_r4_scale10.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999952)]
lineages	auto.L.1 L.2.1.1XL.2.2_high_1 L auto.L.3
abundances	0.44127190 0.33572713 0.21202489 0.01097607
resid	2.8190242638937233e-12
coverage	100.0
