	trees_s0.9_r1_scale10.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999932)]
lineages	L.1XL.1.1_high_1 auto.L.1 L.1.2.2XL.1.3_high_1 auto.L.1.4 L
abundances	0.32493824 0.28279947 0.16907865 0.15637433 0.06680930
resid	2.6938883802321066e-12
coverage	100.0
