	trees_s0.5_r4_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.9999999999997)]
lineages	auto.L.1.2 auto.L.1.3 L.1.2.1XL.1.3_high_1
abundances	0.55326255 0.23637224 0.21036521
resid	1.0448746028999207e-12
coverage	100.0
