	trees_s0.7_r5_scale0.1_rep2.variants.tsv
summarized	[('Other', 0.9999999999997645)]
lineages	L.1.1XL.1.1.1.1_high_1 auto.L.1.1
abundances	0.95556468 0.04443532
resid	4.671491967860521e-12
coverage	100.0
