	trees_s0.0_r5_scale0.001_rep2.variants.tsv
summarized	[('Other', 0.9999999999907552)]
lineages	auto.L.1.2 L.1.3XL.2_high_1 L
abundances	0.59324587 0.33926106 0.06749307
resid	1.3236822320669801e-11
coverage	100.0
