	trees_s1.0_r1_scale1.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999817)]
lineages	auto.L.1.3 auto.L.1 auto.L.1.1.1
abundances	0.46922664 0.38686141 0.14391195
resid	1.597429282986362e-12
coverage	100.0
