	trees_s0.7_r5_scale10.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999929)]
lineages	L auto.L.1.1.2.1
abundances	0.93638589 0.06361411
resid	2.411843517409125e-12
coverage	100.0
