	trees_s0.1_r3_scale0.001_rep2.variants.tsv
summarized	[('Other', 0.9999999999988886)]
lineages	auto.L.1 auto.L.1.1 auto.L.3 auto.L.5.1 auto.L.5 auto.L.4 L.1XL.5.1_low_1 L
abundances	0.22257869 0.22257869 0.16769098 0.07743033 0.07743033 0.07743033 0.07743033 0.07743033
resid	1.4277395165240663e-12
coverage	100.0
