	trees_s0.9_r1_scale0.001_rep5.variants.tsv
summarized	[('Other', 1.0000000000003246)]
lineages	L auto.L.1.4 auto.L.1.2.2 auto.L.1.2.1 auto.L.1.2 auto.L.1.1.1 auto.L.1.1 auto.L.1 L.1.1XL.1.4_high_1
abundances	0.64804044 0.04399495 0.04399495 0.04399495 0.04399495 0.04399495 0.04399495 0.04399495 0.04399495
resid	2.1273269472773078e-12
coverage	100.0
