	trees_s0.0_r5_scale10.0_rep5.variants.tsv
summarized	[('Other', 1.000000000000003)]
lineages	auto.L.1 L.1XL.2.1_high_1
abundances	0.80423940 0.19576060
resid	1.2616938659634287e-12
coverage	100.0
