	trees_s0.1_r3_scale0.0001_rep5.variants.tsv
summarized	[('Other', 1.0)]
lineages	auto.L.5.1 auto.L.5 auto.L.4 auto.L.3 auto.L.2 auto.L.1.1 auto.L.1 L.1.1XL.5.1_high_1 L
abundances	0.25714318 0.09285710 0.09285710 0.09285710 0.09285710 0.09285710 0.09285710 0.09285710 0.09285710
resid	6.283862319378386e-14
coverage	100.0
