	trees_s0.9_r1_scale0.01_rep2.variants.tsv
summarized	[('Other', 0.9999999999920552)]
lineages	L.1.2XL.1.2.2_high_1 auto.L.1.2.2 auto.L.1 L L.1.1XL.1.2.2_low_1
abundances	0.35208999 0.29877787 0.26809327 0.07224254 0.00879633
resid	1.747959434980628e-11
coverage	100.0
