	trees_s0.6_r2_scale10.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999998)]
lineages	auto.L.1.1 auto.L.1.3
abundances	0.52118155 0.47881845
resid	1.1169642815811616e-13
coverage	100.0
