	trees_s0.5_r4_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999875)]
lineages	auto.L.2.1 L auto.L.1.1 auto.L.1.2 auto.L.1
abundances	0.47693806 0.17448339 0.16520799 0.10347724 0.07989333
resid	3.417972334953628e-12
coverage	100.0
