	trees_s0.7_r5_scale1.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999705)]
lineages	auto.L.1.1.2.2 L.1XL.1.1.2.1_low_1 auto.L.1.1 auto.L.1.1.2 L.1.1.1.1XL.1.1.2.1_high_1
abundances	0.35187657 0.32669319 0.18356127 0.08707698 0.05079199
resid	4.683618607160442e-12
coverage	100.0
