	trees_s0.9_r1_scale0.0001_rep1.variants.tsv
summarized	[('Other', 0.9999999999999996)]
lineages	auto.L.1.4 auto.L.1.3.1 auto.L.1.3 auto.L.1.2 auto.L.1.1.1 auto.L.1.1 auto.L.1 L.1XL.1.1.1_high_1 L
abundances	0.34110679 0.08236165 0.08236165 0.08236165 0.08236165 0.08236165 0.08236165 0.08236165 0.08236165
resid	3.963496197911809e-14
coverage	100.0
