	trees_s0.0_r5_scale0.01_rep3.variants.tsv
summarized	[('Other', 0.9999999999995589)]
lineages	L.1.2XL.2.1_high_1 L.1.1.1XL.3_low_1 auto.L.1.1.1
abundances	0.57945054 0.35061145 0.06993801
resid	3.661295225411416e-12
coverage	100.0
