	trees_s0.1_r3_scale0.1_rep3.variants.tsv
summarized	[('Other', 0.999999999999999)]
lineages	auto.L.2 L.1.1XL.3_high_1
abundances	0.68775194 0.31224806
resid	4.465520948997514e-13
coverage	100.0
