	trees_s0.6_r2_scale0.1_rep4.variants.tsv
summarized	[('Other', 0.9999999999998295)]
lineages	L.1.1.2XL.1.4_high_1 auto.L.1.3 auto.L.1.1
abundances	0.83674258 0.14748213 0.01577529
resid	3.6007077332772783e-12
coverage	100.0
