	trees_s0.0_r5_scale0.1_rep1.variants.tsv
summarized	[('Other', 0.9999999999999954)]
lineages	auto.L.1.3 auto.L.1.2 L.1.3XL.2_low_1
abundances	0.50253927 0.46598868 0.03147205
resid	2.075034159517978e-12
coverage	100.0
