	trees_s0.7_r5_scale1.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999766)]
lineages	auto.L.1.2 auto.L.1.1.2.1 L.1.1XL.1.1.4_high_1 auto.L.1.1 L.1.1.1.1XL.1.1.2.1_high_1
abundances	0.43571655 0.29044604 0.17183278 0.06048178 0.04152285
resid	4.366430242148068e-12
coverage	100.0
