	trees_s0.3_r5_scale10.0_rep3.variants.tsv
summarized	[('Other', 1.0000000000000013)]
lineages	auto.L.2.1 auto.L.2.1.2
abundances	0.68213231 0.31786769
resid	7.638225580378993e-13
coverage	100.0
