	trees_s0.4_r5_scale10.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999957)]
lineages	L auto.L.2.1 auto.L.1.1 auto.L.2.1.1 L.2.1XL.2.2_low_1
abundances	0.36578889 0.27843746 0.22132932 0.11155828 0.02288606
resid	2.632201419371574e-12
coverage	100.0
