	trees_s0.1_r3_scale0.0001_rep4.variants.tsv
summarized	[('Other', 1.0000000000000002)]
lineages	auto.L.5 auto.L.4 auto.L.3 auto.L.2 auto.L.1.1 auto.L.1 L.1.1XL.5.1_high_1 L auto.L.5.1
abundances	0.11141621 0.11141621 0.11141621 0.11141621 0.11141621 0.11141621 0.11141621 0.11141621 0.10867033
resid	6.019490461639521e-13
coverage	100.0
