	trees_s0.9_r1_scale1.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999993)]
lineages	auto.L.1.1.1 auto.L.1.1
abundances	0.68063269 0.31936731
resid	6.508011379912163e-13
coverage	100.0
