	trees_s0.6_r2_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.9999999999991208)]
lineages	auto.L.1.4 auto.L.1.1 auto.L.1.1.2 auto.L.1.2
abundances	0.58242455 0.17494010 0.17494010 0.06769524
resid	4.6851653100030584e-12
coverage	100.0
