	trees_s0.5_r4_scale0.001_rep5.variants.tsv
summarized	[('Other', 0.9999999999990259)]
lineages	auto.L.1.1 auto.L.1.1.1 L.1.1XL.1.2_high_1 auto.L.1.3 auto.L.1 auto.L.1.2 auto.L.1.2.1 L.1.2XL.1.2.1_low_1 L.1.3XL.2.1_high_1
abundances	0.23689609 0.23689609 0.15247915 0.08610666 0.08610666 0.05198252 0.05198252 0.05198252 0.04556780
resid	1.2625552374404873e-12
coverage	100.0
