	trees_s0.2_r4_scale0.0001_rep1.variants.tsv
summarized	[('Other', 1.0000000000082085)]
lineages	auto.L.3 auto.L.2.2.1 auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2XL.3_high_1 L
abundances	0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000 0.12500000
resid	8.210615142657289e-12
coverage	100.0
