	trees_s0.4_r5_scale0.01_rep1.variants.tsv
summarized	[('Other', 0.9999999999996155)]
lineages	auto.L.2 auto.L.1.1 L
abundances	0.56164118 0.34378281 0.09457601
resid	2.4654920390433407e-12
coverage	100.0
