	trees_s0.0_r5_scale1.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999982)]
lineages	auto.L.3 L.1XL.1.1_low_1
abundances	0.92022481 0.07977519
resid	2.0231070927849456e-12
coverage	100.0
