	trees_s0.2_r4_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999936)]
lineages	L auto.L.1 auto.L.1.1 auto.L.3 auto.L.2.1.1
abundances	0.49748455 0.18878757 0.17512685 0.09863123 0.03996980
resid	3.263771183713267e-12
coverage	100.0
