	trees_s0.9_r1_scale1.0_rep3.variants.tsv
summarized	[('Other', 0.9999999999999956)]
lineages	auto.L.1.2.2 auto.L.1.1.1
abundances	0.98152288 0.01847712
resid	2.700256048200677e-12
coverage	100.0
