	trees_s0.2_r4_scale0.01_rep3.variants.tsv
summarized	[('Other', 0.999999999999247)]
lineages	auto.L.2 auto.L.2.2.1
abundances	0.81117051 0.18882949
resid	1.4386453286915633e-12
coverage	100.0
