	trees_s0.9_r1_scale1.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999993)]
lineages	auto.L.1.4 auto.L.1.2.1
abundances	0.53550009 0.46449991
resid	1.3093342896669764e-13
coverage	100.0
