	trees_s0.3_r5_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999974)]
lineages	auto.L.2.1.2 auto.L.1
abundances	0.83488068 0.16511932
resid	1.6151020160897411e-12
coverage	100.0
