	trees_s0.5_r4_scale1.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999918)]
lineages	auto.L.1.3 auto.L.2.1 auto.L.1.1 L L.1.1XL.1.2_low_1
abundances	0.30965857 0.30594916 0.19721995 0.11182321 0.07534912
resid	2.9344261597735443e-12
coverage	100.0
