	trees_s0.6_r2_scale0.1_rep3.variants.tsv
summarized	[('Other', 0.9999999999999697)]
lineages	auto.L.1.4 auto.L.1.3 auto.L.1.2.1
abundances	0.62686252 0.20046010 0.17267737
resid	1.912876322241244e-12
coverage	100.0
