	trees_s0.1_r3_scale10.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999896)]
lineages	auto.L.1 auto.L.5.1 auto.L.4 auto.L.3 auto.L.2
abundances	0.31889059 0.26051450 0.20615600 0.15630651 0.05813240
resid	2.9103805307116897e-12
coverage	100.0
