	trees_s1.0_r1_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999946)]
lineages	auto.L.1.1.1 L auto.L.1.2.2
abundances	0.51510217 0.31393326 0.17096457
resid	1.2110084964958128e-12
coverage	100.0
