	trees_s0.2_r4_scale0.001_rep4.variants.tsv
summarized	[('Other', 0.999999999995053)]
lineages	auto.L.3 auto.L.2.1 auto.L.2.1.1 auto.L.1 auto.L.2.2.1 L.2.1.1XL.2.2.1_high_1 auto.L.2
abundances	0.40058885 0.14185247 0.14185247 0.11784434 0.07846924 0.07846924 0.04092340
resid	5.319212839986539e-12
coverage	100.0
