	trees_s0.0_r5_scale0.0001_rep2.variants.tsv
summarized	[('Other', 1.000000000010429)]
lineages	auto.L.4 auto.L.3.1 auto.L.3 auto.L.2.1 auto.L.2 auto.L.1.1 auto.L.1 L.1XL.2_high_1 L
abundances	0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0.11111111
resid	1.043079542107853e-11
coverage	100.0
