	trees_s0.4_r5_scale0.001_rep1.variants.tsv
summarized	[('Other', 0.9999999999999971)]
lineages	auto.L.2.2 auto.L.2.1.1 auto.L.2.1 auto.L.2 L.2.1XL.2.2_high_1 L auto.L.1 auto.L.1.1
abundances	0.14467982 0.14467982 0.14467982 0.14467982 0.14467982 0.14467982 0.06596053 0.06596053
resid	6.102396366003404e-12
coverage	100.0
