	trees_s1.0_r1_scale0.001_rep1.variants.tsv
summarized	[('Other', 1.0000000000000038)]
lineages	L auto.L.1.3 auto.L.1.2.2 auto.L.1.2.1 auto.L.1.2 auto.L.1.1.1 auto.L.1.1 auto.L.1 L.1.1XL.1.1.1_high_1
abundances	0.18593579 0.10175803 0.10175803 0.10175803 0.10175803 0.10175803 0.10175803 0.10175803 0.10175803
resid	8.096190384776492e-12
coverage	100.0
