	trees_s0.4_r5_scale0.01_rep5.variants.tsv
summarized	[('Other', 0.9999999999996599)]
lineages	auto.L.2.1 auto.L.2.2 L.1.1XL.2.1.1_low_1 auto.L.2 auto.L.2.1.1
abundances	0.33477053 0.26116100 0.24124279 0.09794586 0.06487981
resid	3.693668082449405e-12
coverage	100.0
