	trees_s0.0_r5_scale1.0_rep4.variants.tsv
summarized	[('Other', 1.0000000000000002)]
lineages	auto.L.1.1 L.1.3XL.2.1_high_1
abundances	0.78953354 0.21046646
resid	1.1627624983226563e-12
coverage	100.0
