	trees_s0.2_r4_scale1.0_rep2.variants.tsv
summarized	[('Other', 0.9999999999999921)]
lineages	auto.L.2.1 auto.L.3 auto.L.1 L.1.1XL.2.2.1_high_1
abundances	0.51426994 0.42110069 0.03346705 0.03116232
resid	3.404989761657302e-12
coverage	100.0
