	trees_s0.1_r3_scale0.0001_rep2.variants.tsv
summarized	[('Other', 0.9999999999999994)]
lineages	auto.L.5.1 auto.L.5 auto.L.4 auto.L.3 auto.L.2 auto.L.1.1 auto.L.1 L.1.1XL.5.1_high_1 L
abundances	0.48537686 0.06432789 0.06432789 0.06432789 0.06432789 0.06432789 0.06432789 0.06432789 0.06432789
resid	5.596634267135414e-13
coverage	100.0
