	trees_s0.1_r3_scale10.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999953)]
lineages	L.1XL.2_high_1 auto.L.1 L.1.1XL.3_low_1 auto.L.2
abundances	0.35484100 0.33430616 0.21162501 0.09922782
resid	1.7295240770440893e-12
coverage	100.0
