	trees_s0.7_r5_scale10.0_rep4.variants.tsv
summarized	[('Other', 0.9999999999999987)]
lineages	L.1.1XL.1.1.4_low_1 auto.L.1.1
abundances	0.61044290 0.38955710
resid	4.2965099917849344e-13
coverage	100.0
