	trees_s0.3_r5_scale10.0_rep5.variants.tsv
summarized	[('Other', 0.999999999999994)]
lineages	auto.L.1 auto.L.2.1 auto.L.1.1 auto.L.2.1.1
abundances	0.44015656 0.30727459 0.22625984 0.02630901
resid	2.324035611324129e-12
coverage	100.0
