	trees_s0.4_r5_scale1.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999989)]
lineages	auto.L.2.2 L
abundances	0.87759286 0.12240714
resid	1.7545439917916824e-12
coverage	100.0
