	trees_s0.2_r4_scale0.001_rep2.variants.tsv
summarized	[('Other', 0.9999999997904293)]
lineages	auto.L.3 auto.L.1.1 L.1XL.1.1_low_1 L
abundances	0.44860254 0.20469411 0.20469411 0.14200923
resid	2.642390562211473e-10
coverage	100.0
